,Charcter,Frequency,log_frequency,Frequency_per_million,CD,Log_CD,Strokes,Tone,Rhyme
5983,歠,86,1.934498451243568,1.669983169,86,1.934498451243568,19.0,仄,入声九屑
5984,鞫,34,1.5314789170422551,0.660225904,34,1.5314789170422551,18.0,仄,入声一屋
5985,戻,8,0.9030899869919436,0.1553472719999999,8,0.9030899869919436,7.0,仄,去声八霁 去声九泰
5986,鄮,100,2.0,1.941840894,99,1.99563519459755,14.0,仄,去声二十六宥
5987,羜,76,1.880813592280792,1.47579908,76,1.880813592280792,11.0,仄,上声六语
5988,膟,5,0.6989700043360189,0.097092045,5,0.6989700043360189,15.0,仄,入声四质
5989,膋,68,1.8325089127062364,1.320451808,67,1.8260748027008264,14.0,平,下平二萧
5990,羚,182,2.2600713879850747,3.534150428,179,2.2528530309798933,11.0,平,下平九青
5991,瘵,389,2.589949601325708,7.553761079,386,2.5865873046717547,16.0,仄,去声十卦
5992,帑,249,2.3961993470957363,4.835183827,247,2.392696953259666,8.0,平/仄,上平七虞 上声二十二养
5993,矑,61,1.7853298350107671,1.184522946,61,1.7853298350107671,21.0,平,上平七虞
5994,晲,12,1.0791812460476249,0.233020907,12,1.0791812460476249,12.0,仄,上声八荠
5995,屝,16,1.2041199826559248,0.310694543,16,1.2041199826559248,11.0,仄,去声五未
5996,咡,13,1.1139433523068367,0.252439316,13,1.1139433523068367,9.0,仄,去声四寘
5997,袯,115,2.060697840353612,2.233117028,115,2.060697840353612,10.0,仄,入声七曷
5998,襫,118,2.071882007306125,2.291372255,118,2.071882007306125,20.0,仄,入声十一陌
5999,樏,16,1.2041199826559248,0.310694543,16,1.2041199826559248,15.0,仄,上声四纸
6000,吒,279,2.4456042032735974,5.417736095,258,2.41161970596323,6.0,平/仄,下平六麻 去声二十二祃
6001,簉,257,2.4099331233312946,4.990531098,257,2.4099331233312946,16.0,仄,去声二十六宥
6002,柂,260,2.4149733479708178,5.048786325,260,2.4149733479708178,9.0,平/仄,上平四支 上声二十哿
6003,稌,209,2.3201462861110542,4.058447469,208,2.3180633349627606,12.0,平/仄,上平六鱼 上平七虞 上声七麌
6004,铠,175,2.2430380486862944,3.398221565,172,2.2355284469075487,11.0,仄,上声十贿 去声十一队
6005,綦,415,2.6180480967120925,8.058639711,412,2.6148972160331345,14.0,平,上平四支
6006,閤,1115,3.0472748673841794,21.65152597,1083,3.0346284566253203,14.0,仄,入声十五合
6007,璜,410,2.6127838567197355,7.961547667,400,2.6020599913279625,15.0,平,下平七阳
6008,綍,220,2.342422680822206,4.272049967,220,2.342422680822206,13.0,仄,入声五物
6009,圻,310,2.4913616938342726,6.019706772,310,2.4913616938342726,7.0,平,上平五微
6010,讣,413,2.6159500516564007,8.019802893,410,2.6127838567197355,4.0,仄,去声七遇
6011,㵿,17,1.230448921378274,0.330112952,13,1.1139433523068367,18.0,仄,上声十七筱
6012,戬,39,1.5910646070264989,0.757317949,39,1.5910646070264989,14.0,仄,上声十六铣
6013,庥,94,1.9731278535996983,1.825330441,93,1.968482948553935,9.0,平,下平十一尤
6014,甬,256,2.4082399653118496,4.971112689,253,2.4031205211758184,7.0,仄,上声二肿
6015,鲰,203,2.307496037913213,3.941937015,198,2.296665190261531,16.0,平/仄,下平十一尤 上声二十五有
6016,輠,70,1.845098040014257,1.359288626,70,1.845098040014257,15.0,仄,上声二十哿 上声二十一马
6017,煆,17,1.230448921378274,0.330112952,17,1.230448921378274,13.0,平,下平六麻
6018,塾,225,2.3521825181113627,4.369142012,218,2.3384564936046046,14.0,仄,入声一屋
6019,㝢,60,1.7781512503836436,1.165104537,60,1.7781512503836436,12.0,仄,上声七麌
6020,殄,451,2.6541765418779604,8.757702433,448,2.651278013998144,9.0,仄,上声十六铣
6021,劵,76,1.880813592280792,1.47579908,73,1.863322860120456,8.0,仄,去声十七霰
6022,赙,61,1.7853298350107671,1.184522946,61,1.7853298350107671,14.0,仄,去声七遇
6023,窆,142,2.1522883443830563,2.75741407,141,2.14921911265538,9.0,仄,去声二十九艳
6024,舁,212,2.3263358609287508,4.116702696,209,2.3201462861110542,9.0,平/仄,上平六鱼 去声六御
6025,漘,151,2.1789769472931693,2.93217975,149,2.173186268412274,14.0,平,上平十一真
6026,嗫,230,2.361727836017593,4.466234057,217,2.3364597338485296,13.0,仄,入声十五合
6027,戕,466,2.66838591669,9.048978567,460,2.6627578316815743,8.0,平,下平七阳
6028,寱,21,1.3222192947339193,0.4077865879999999,21,1.3222192947339193,17.0,仄,去声八霁
6029,逻,388,2.588831725594208,7.53434267,373,2.5717088318086883,11.0,平/仄,下平五歌 去声二十一个
6030,螬,67,1.8260748027008264,1.301033399,67,1.8260748027008264,17.0,平,下平四豪
6031,搉,50,1.6989700043360187,0.970920447,49,1.6901960800285136,13.0,,
6032,赃,122,2.0863598306747484,2.369045891,115,2.060697840353612,10.0,平,下平七阳
6033,骕,163,2.2121876044039577,3.1652006580000003,163,2.2121876044039577,11.0,仄,入声一屋
6034,骦,174,2.2405492482826,3.378803156,174,2.2405492482826,20.0,平,下平七阳
6035,筴,223,2.3483048630481607,4.330305194,220,2.342422680822206,13.0,仄,入声十一陌 入声十五合 入声十六叶
6036,虢,292,2.4653828514484184,5.6701754110000016,277,2.4424797690644486,15.0,仄,入声十一陌
6037,劾,256,2.4082399653118496,4.971112689,256,2.4082399653118496,8.0,仄,去声十一队 入声十三职
6038,嫡,192,2.2833012287035497,3.728334517,181,2.257678574869185,14.0,仄,入声十二锡
6039,邓,1049,3.020775488193558,20.36991098,1018,3.0077477780007404,4.0,仄,去声二十五径
6040,㵎,5,0.6989700043360189,0.097092045,5,0.6989700043360189,15.0,仄,去声十六谏
6041,氐,165,2.2174839442139063,3.2040374760000003,154,2.187520720836463,5.0,平/仄,上平八齐 上声四纸
6042,桦,130,2.113943352306837,2.524393163,130,2.113943352306837,10.0,平/仄,下平六麻 去声二十二祃
6043,柢,251,2.399673721481038,4.874020645,250,2.397940008672037,9.0,仄,上声八荠 去声八霁
6044,踢,185,2.2671717284030137,3.592405654,166,2.220108088040055,15.0,仄,入声十二锡
6045,,1,0.0,0.0194184089999999,1,0.0,0.0,,
6046,皿,35,1.5440680443502757,0.6796443129999999,35,1.5440680443502757,5.0,仄,上声二十三梗
6047,糖,177,2.247973266361807,3.437058383,166,2.220108088040055,16.0,平,下平七阳
6048,眴,63,1.7993405494535817,1.223359763,63,1.7993405494535817,11.0,平/仄,上平十一真 去声十七霰
6049,绞,86,1.934498451243568,1.669983169,86,1.934498451243568,9.0,仄,上声十八巧
6050,蝠,309,2.4899584794248346,6.000288362999999,309,2.4899584794248346,15.0,仄,入声一屋
6051,谂,138,2.1398790864012365,2.679740434,138,2.1398790864012365,10.0,仄,上声二十六寝
6052,胛,62,1.792391689498254,1.203941354,61,1.7853298350107671,9.0,仄,入声十六叶
6053,粳,1022,3.009450895798694,19.84561394,1007,3.003029470553618,13.0,平,下平八庚
6054,醨,272,2.4345689040341987,5.281807232,267,2.4265112613645754,17.0,平,上平四支
6055,疫,208,2.3180633349627606,4.03902906,195,2.2900346113625183,9.0,仄,入声十一陌
6056,毯,121,2.0827853703164503,2.349627482,117,2.0681858617461617,12.0,仄,上声二十七感
6057,蒌,164,2.214843848047698,3.184619067,163,2.2121876044039577,12.0,平/仄,上平七虞 下平十一尤 上声七麌
6058,轼,462,2.6646419755561257,8.971304932,455,2.6580113966571126,10.0,仄,入声十三职
6059,絟,2,0.3010299956639812,0.0388368179999999,2,0.3010299956639812,12.0,平,下平一先
6060,鲐,92,1.963787827345556,1.786493623,92,1.963787827345556,13.0,平,上平十灰
6061,毬,893,2.9508514588885464,17.34063919,825,2.916453948549925,11.0,平,下平十一尤
6062,馂,91,1.9590413923210936,1.767075214,86,1.934498451243568,10.0,仄,去声十二震
6063,馅,40,1.6020599913279625,0.776736358,36,1.5563025007672873,11.0,仄,去声三十陷
6064,耇,144,2.1583624920952498,2.7962508880000003,142,2.1522883443830563,9.0,仄,上声二十五有
6065,搯,64,1.8061799739838869,1.242778172,64,1.8061799739838869,13.0,平/仄,下平四豪 入声十六叶
6066,轗,169,2.227886704613673,3.2817111110000003,166,2.220108088040055,20.0,仄,上声二十七感
6067,诪,50,1.6989700043360187,0.970920447,50,1.6989700043360187,9.0,平,下平十一尤
6068,駮,185,2.2671717284030137,3.592405654,180,2.255272505103306,16.0,仄,入声三觉
6069,伥,381,2.5809249756756194,7.398413807000001,227,2.3560258571931225,6.0,平,下平七阳 下平八庚
6070,屼,184,2.2648178230095364,3.5729872460000003,172,2.2355284469075487,6.0,仄,入声六月
6071,桀,414,2.617000341120899,8.039221302,384,2.5843312243675305,10.0,仄,入声九屑
6072,纣,131,2.1172712956557644,2.543811572,118,2.071882007306125,6.0,仄,上声二十五有
6073,钊,11,1.0413926851582251,0.213602498,11,1.0413926851582251,7.0,平,下平二萧
6074,弑,66,1.8195439355418688,1.28161499,63,1.7993405494535817,12.0,仄,去声四寘
6075,燉,65,1.812913356642856,1.262196581,59,1.7708520116421442,16.0,平,上平十三元
6076,觎,68,1.8325089127062364,1.320451808,68,1.8325089127062364,13.0,平/仄,上平七虞 去声七遇
6077,齁,263,2.4199557484897585,5.107041552,153,2.184691430817599,19.0,平,下平十一尤
6078,瀍,155,2.1903316981702914,3.009853386,154,2.187520720836463,18.0,平,下平一先
6079,䝼,3,0.4771212547196624,0.058255227,3,0.4771212547196624,15.0,平,下平八庚
6080,奖,413,2.6159500516564007,8.019802893,410,2.6127838567197355,9.0,仄,上声二十二养
6081,棼,284,2.453318340047037,5.51482814,271,2.432969290874406,12.0,平,上平十二文
6082,霫,29,1.462397997898956,0.563133859,26,1.414973347970818,19.0,仄,入声十四缉
6083,闑,39,1.5910646070264989,0.757317949,39,1.5910646070264989,18.0,仄,入声九屑
6084,喋,241,2.3820170425748683,4.679836555,186,2.2695129442179165,12.0,仄,入声十五合 入声十六叶
6085,嘿,357,2.5526682161121936,6.932371992999999,296,2.4712917110589387,15.0,仄,入声十三职
6086,揲,51,1.7075701760979365,0.990338856,51,1.7075701760979365,12.0,仄,入声九屑
6087,胝,304,2.482873583608754,5.903196319,296,2.4712917110589387,9.0,平,上平四支
6088,胼,190,2.2787536009528293,3.689497699,189,2.2764618041732443,10.0,平,下平一先
6089,悛,88,1.944482672150169,1.7088199869999998,87,1.9395192526186185,10.0,平,下平一先
6090,桎,137,2.1367205671564067,2.660322025,134,2.127104798364808,10.0,仄,入声四质
6091,谮,114,2.0569048513364727,2.213698619,106,2.0253058652647704,14.0,仄,去声二十七沁
6092,迨,411,2.6138418218760693,7.980966076,405,2.6074550232146687,8.0,仄,上声十贿
6093,篑,289,2.460897842756548,5.611920185,285,2.4548448600085098,15.0,仄,去声四寘 去声十卦
6094,聂,114,2.0569048513364727,2.213698619,107,2.0293837776852097,10.0,仄,入声十五合
6095,擐,112,2.0492180226701806,2.174861802,112,2.0492180226701806,16.0,平/仄,上平十五删 去声十六谏
6096,韝,322,2.5078558716958312,6.25272768,321,2.5065050324048723,19.0,平/仄,下平十一尤 去声二十六宥
6097,煽,200,2.3010299956639813,3.883681789,197,2.2944662261615933,14.0,平/仄,下平一先 去声十七霰
6098,郿,111,2.0453229787866576,2.155443393,111,2.0453229787866576,11.0,平,上平四支
6099,瓘,45,1.6532125137753435,0.873828402,42,1.6232492903979006,21.0,仄,去声十五翰
6100,鄯,15,1.1760912590556811,0.2912761339999999,15,1.1760912590556811,14.0,仄,去声十七霰
6101,汭,189,2.2764618041732443,3.67007929,185,2.2671717284030137,7.0,仄,去声八霁
6102,陴,226,2.3541084391474008,4.388560421,223,2.3483048630481607,10.0,平,上平四支
6103,駓,19,1.2787536009528289,0.36894977,15,1.1760912590556811,15.0,平,上平四支
6104,魃,415,2.6180480967120925,8.058639711,400,2.6020599913279625,14.0,仄,入声七曷
6105,鴹,10,1.0,0.1941840889999999,10,1.0,17.0,平,下平七阳
6106,瓤,65,1.812913356642856,1.262196581,64,1.8061799739838869,22.0,平,下平七阳
6107,鄜,81,1.9084850188786493,1.572891124,81,1.9084850188786493,13.0,平/仄,上平七虞 入声一屋
6108,犄,69,1.8388490907372552,1.339870217,69,1.8388490907372552,12.0,平,上平四支
6109,糵,209,2.3201462861110542,4.058447469,208,2.3180633349627606,22.0,仄,入声九屑
6110,疡,47,1.6720978579357175,0.91266522,47,1.6720978579357175,8.0,平,下平七阳
6111,垝,19,1.2787536009528289,0.36894977,19,1.2787536009528289,9.0,仄,上声四纸 去声四寘
6112,峪,110,2.041392685158225,2.136024984,109,2.037426497940624,10.0,仄,入声二沃
6113,沩,216,2.3344537511509307,4.194376332,204,2.3096301674258988,7.0,平,上平四支
6114,宄,92,1.963787827345556,1.786493623,91,1.9590413923210936,5.0,仄,上声四纸
6115,券,585,2.7671558660821804,11.35976923,563,2.7505083948513462,8.0,仄,去声十四愿
6116,桩,171,2.2329961103921536,3.320547929,160,2.204119982655925,10.0,平,上平三江
6117,悤,379,2.578639209968072,7.359576989,202,2.305351369446624,11.0,平,上平一东
6118,艓,82,1.9138138523837167,1.592309533,82,1.9138138523837167,15.0,仄,入声十五合
6119,赆,131,2.1172712956557644,2.543811572,131,2.1172712956557644,10.0,仄,去声十二震
6120,豨,159,2.201397124320452,3.087527022,150,2.1760912590556813,14.0,平/仄,上平五微 上声五尾
6121,骭,156,2.1931245983544616,3.029271795,155,2.1903316981702914,12.0,仄,去声十五翰 去声十六谏
6122,篾,207,2.315970345456918,4.019610651,196,2.292256071356476,17.0,仄,入声九屑
6123,袱,37,1.568201724066995,0.718481131,37,1.568201724066995,11.0,仄,入声一屋
6124,镠,80,1.9030899869919435,1.553472715,80,1.9030899869919435,16.0,平,下平十一尤
6125,盩,24,1.380211241711606,0.466041815,24,1.380211241711606,17.0,平,下平十一尤
6126,㖟,6,0.7781512503836436,0.116510454,6,0.7781512503836436,11.0,仄,去声二十六宥
6127,槩,642,2.807535028068853,12.46661854,636,2.803457115648414,13.0,仄,去声十一队
6128,绌,106,2.0253058652647704,2.058351348,103,2.012837224705172,8.0,仄,入声四质
6129,芾,354,2.549003262025788,6.874116766,342,2.534026106056135,7.0,仄,去声五未
6130,扆,621,2.79309160017658,12.05883195,615,2.788875115775417,10.0,仄,上声四纸 上声五尾
6131,菼,261,2.416640507338281,5.068204734,260,2.4149733479708178,11.0,仄,上声二十七感
6132,鹔,324,2.510545010206612,6.291564498,321,2.5065050324048723,13.0,仄,入声一屋
6133,鹴,413,2.6159500516564007,8.019802893,412,2.6148972160331345,22.0,平,下平七阳
6134,鵔,96,1.9822712330395684,1.864167259,94,1.9731278535996983,18.0,仄,去声十二震
6135,鸃,80,1.9030899869919435,1.553472715,80,1.9030899869919435,24.0,平,上平四支
6136,淰,174,2.2405492482826,3.378803156,99,1.99563519459755,11.0,仄,上声二十六寝 上声二十九豏
6137,䭀,18,1.2552725051033058,0.349531361,18,1.2552725051033058,16.0,仄,去声十二震
6138,洑,173,2.2380461031287955,3.359384747,173,2.2380461031287955,9.0,仄,入声一屋
6139,椷,209,2.3201462861110542,4.058447469,205,2.3117538610557538,13.0,平,下平十五咸
6140,䆗,107,2.0293837776852097,2.077769757,107,2.0293837776852097,10.0,仄,去声十八啸
6141,餍,365,2.562292864456474,7.087719264,363,2.5599066250361124,15.0,平/仄,下平十四盐 去声二十九艳
6142,殉,716,2.8549130223078567,13.903580800000002,684,2.835056101720116,10.0,仄,去声十二震
6143,挍,33,1.5185139398778875,0.640807495,32,1.505149978319906,9.0,平/仄,下平三肴 上声十八巧 去声十九效
6144,瓷,460,2.6627578316815743,8.932468114,457,2.6599162000698504,10.0,平,上平四支
6145,骜,82,1.9138138523837167,1.592309533,74,1.869231719730976,13.0,平/仄,下平四豪 去声二十号
6146,姁,26,1.414973347970818,0.504878633,22,1.3424226808222062,8.0,平/仄,上平七虞 去声七遇
6147,䩳,1,0.0,0.0194184089999999,1,0.0,18.0,平,下平十一尤
6148,溔,40,1.6020599913279625,0.776736358,37,1.568201724066995,13.0,仄,上声十七筱
6149,槫,11,1.0413926851582251,0.213602498,11,1.0413926851582251,15.0,平,上平十四寒 下平一先
6150,鹁,312,2.4941545940184437,6.05854359,294,2.4683473304121573,12.0,仄,入声六月
6151,狯,324,2.510545010206612,6.291564498,324,2.510545010206612,9.0,仄,去声九泰 去声十卦
6152,赀,551,2.741151598851785,10.69954333,547,2.737987326333431,10.0,平,上平四支
6153,於,153,2.184691430817599,2.971016568,150,2.1760912590556813,8.0,平,上平六鱼 上平七虞
6154,蜼,22,1.3424226808222062,0.427204997,20,1.3010299956639813,14.0,仄,去声四寘 去声二十六宥
6155,縆,161,2.206825876031849,3.12636384,161,2.206825876031849,15.0,平,下平十蒸
6156,茀,162,2.2095150145426308,3.145782249,156,2.1931245983544616,8.0,仄,入声五物
6157,阱,486,2.6866362692622934,9.437346746,479,2.6803355134145628,6.0,仄,上声二十三梗 去声二十四敬
6158,岿,508,2.70586371228392,9.864551743,505,2.7032913781186614,8.0,平/仄,上平五微 上声四纸 去声四寘
6159,圯,360,2.556302500767288,6.990627218999999,359,2.55509444857832,6.0,平,上平四支
6160,坷,196,2.292256071356476,3.806008153,193,2.285557309007774,8.0,仄,上声二十哿 去声二十一个
6161,锹,74,1.869231719730976,1.436962262,70,1.845098040014257,14.0,平,下平二萧
6162,痿,82,1.9138138523837167,1.592309533,78,1.8920946026904804,13.0,平/仄,上平四支 去声四寘
6163,㗲,9,0.9542425094393248,0.17476568,7,0.8450980400142568,15.0,仄,入声十一陌
6164,郜,26,1.414973347970818,0.504878633,26,1.414973347970818,9.0,仄,去声二十号
6165,䲔,22,1.3424226808222062,0.427204997,22,1.3424226808222062,24.0,平,下平八庚
6166,豭,33,1.5185139398778875,0.640807495,33,1.5185139398778875,16.0,平,下平六麻
6167,,6,0.7781512503836436,0.116510454,6,0.7781512503836436,0.0,,
6168,鲠,317,2.501059262217752,6.155635635,313,2.4955443375464483,15.0,仄,上声二十三梗
6169,埚,6,0.7781512503836436,0.116510454,4,0.6020599913279624,10.0,平,下平五歌
6170,郏,76,1.880813592280792,1.47579908,75,1.8750612633917,8.0,仄,入声十六叶
6171,膴,314,2.496929648073215,6.097380407999999,223,2.3483048630481607,16.0,平/仄,上平七虞 上声七麌
6172,胾,96,1.9822712330395684,1.864167259,96,1.9822712330395684,12.0,仄,去声四寘
6173,饪,79,1.8976270912904407,1.534054306,79,1.8976270912904407,7.0,仄,上声二十六寝
6174,讦,75,1.8750612633917,1.456380671,71,1.8512583487190752,5.0,仄,入声六月 入声九屑
6175,狈,154,2.187520720836463,2.990434977,154,2.187520720836463,7.0,仄,去声九泰
6176,耰,305,2.4842998393467863,5.922614727999999,301,2.4785664955938445,21.0,平,下平十一尤
6177,蒺,227,2.3560258571931225,4.40797883,223,2.3483048630481607,13.0,仄,入声四质
6178,鬐,303,2.481442628502305,5.88377791,302,2.4800069429571505,20.0,平,上平四支
6179,桢,180,2.255272505103306,3.49531361,176,2.24551266781415,10.0,平,下平八庚
6180,堡,252,2.401400540781544,4.893439054,243,2.385606273598312,12.0,仄,上声十九皓
6181,脞,21,1.3222192947339193,0.4077865879999999,21,1.3222192947339193,11.0,仄,上声二十哿
6182,缋,96,1.9822712330395684,1.864167259,95,1.9777236052888485,12.0,平/仄,上平十灰 去声十一队
6183,膈,181,2.257678574869185,3.514732019,180,2.255272505103306,14.0,仄,入声十一陌
6184,蓰,61,1.7853298350107671,1.184522946,56,1.7481880270062005,14.0,平/仄,上平四支 上声四纸
6185,苋,280,2.4471580313422194,5.437154504,277,2.4424797690644486,7.0,仄,去声十六谏
6186,霮,71,1.8512583487190752,1.378707035,70,1.845098040014257,20.0,仄,上声二十七感 去声二十八勘
6187,疽,90,1.954242509439325,1.747656805,89,1.9493900066449128,10.0,平,上平六鱼
6188,鄠,119,2.0755469613925306,2.310790664,119,2.0755469613925306,13.0,仄,上声七麌
6189,壕,275,2.4393326938302637,5.340062458999999,264,2.421603926869832,17.0,平,下平四豪
6190,楗,88,1.944482672150169,1.7088199869999998,88,1.944482672150169,12.0,仄,上声十三阮 上声十六铣
6191,嶕,119,2.0755469613925306,2.310790664,116,2.0644579892269186,15.0,平,下平二萧
6192,蹩,105,2.0211892990699383,2.038932939,100,2.0,18.0,仄,入声九屑
6193,堋,38,1.57978359661681,0.73789954,35,1.5440680443502757,11.0,平/仄,下平十蒸 去声二十五径
6194,犉,16,1.2041199826559248,0.310694543,16,1.2041199826559248,12.0,平,上平十一真
6195,畀,447,2.6503075231319366,8.680028798,434,2.637489729512511,8.0,仄,去声四寘
6196,篚,310,2.4913616938342726,6.019706772,309,2.4899584794248346,16.0,仄,上声五尾
6197,圬,55,1.740362689494244,1.068012492,52,1.7160033436347992,6.0,平,上平七虞
6198,嵊,25,1.3979400086720375,0.485460224,25,1.3979400086720375,13.0,,
6199,塈,51,1.7075701760979365,0.990338856,51,1.7075701760979365,12.0,仄,去声四寘 去声五未
6200,劻,59,1.7708520116421442,1.145686128,59,1.7708520116421442,8.0,平,下平七阳
6201,勷,70,1.845098040014257,1.359288626,70,1.845098040014257,19.0,平,下平七阳
6202,鍒,1,0.0,0.0194184089999999,1,0.0,17.0,平,下平十一尤
6203,幞,91,1.9590413923210936,1.767075214,91,1.9590413923210936,15.0,仄,入声二沃
6204,鄢,75,1.8750612633917,1.456380671,73,1.863322860120456,13.0,平/仄,下平一先 上声十三阮
6205,荜,581,2.7641761323903307,11.2820956,570,2.7558748556724915,9.0,仄,入声四质
6206,伉,191,2.281033367247728,3.708916108,190,2.2787536009528293,6.0,仄,去声二十三漾
6207,卺,65,1.812913356642856,1.262196581,65,1.812913356642856,8.0,仄,上声十二吻
6208,騑,465,2.667452952889954,9.029560158,343,2.5352941200427703,18.0,平,上平五微
6209,栝,263,2.4199557484897585,5.107041552,253,2.4031205211758184,10.0,仄,入声七曷
6210,铩,326,2.513217600067939,6.330401315,323,2.509202522331103,11.0,仄,去声十卦 入声八黠
6211,坪,191,2.281033367247728,3.708916108,186,2.2695129442179165,8.0,平,下平八庚
6212,眵,205,2.3117538610557538,3.980773833,205,2.3117538610557538,11.0,平,上平四支
6213,媢,27,1.4313637641589874,0.524297041,27,1.4313637641589874,12.0,仄,上声十九皓 去声二十号
6214,纁,180,2.255272505103306,3.49531361,179,2.2528530309798933,20.0,平,上平十二文
6215,浟,65,1.812913356642856,1.262196581,37,1.568201724066995,10.0,平,下平十一尤
6216,蓁,250,2.397940008672037,4.854602236,205,2.3117538610557538,13.0,平,上平十一真
6217,亵,123,2.089905111439398,2.3884642999999994,122,2.0863598306747484,12.0,仄,入声九屑
6218,璅,83,1.919078092376074,1.611727942,75,1.8750612633917,15.0,仄,上声十九皓
6219,鴃,59,1.7708520116421442,1.145686128,59,1.7708520116421442,15.0,仄,入声十二锡
6220,妲,43,1.6334684555795864,0.834991585,43,1.6334684555795864,8.0,仄,去声十五翰 入声七曷
6221,躩,35,1.5440680443502757,0.6796443129999999,35,1.5440680443502757,27.0,仄,入声十药
6222,欐,10,1.0,0.1941840889999999,10,1.0,23.0,平/仄,上平四支 上声八荠 去声八霁
6223,鮹,27,1.4313637641589874,0.524297041,27,1.4313637641589874,18.0,平,下平二萧 下平三肴
6224,襡,8,0.9030899869919436,0.1553472719999999,8,0.9030899869919436,18.0,仄,入声一屋 入声二沃
6225,㨂,3,0.4771212547196624,0.058255227,3,0.4771212547196624,11.0,仄,上声一董
6226,曚,55,1.740362689494244,1.068012492,50,1.6989700043360187,17.0,平/仄,上平一东 上声一董
6227,蚷,10,1.0,0.1941840889999999,10,1.0,10.0,平/仄,上平六鱼 上声六语
6228,湜,215,2.3324384599156054,4.174957923,174,2.2405492482826,12.0,仄,入声十三职
6229,鹯,321,2.5065050324048723,6.233309271,318,2.502427119984433,18.0,平,下平一先
6230,奫,108,2.03342375548695,2.097188166,105,2.0211892990699383,15.0,平,上平十一真
6231,筤,113,2.0530784434834195,2.194280211,111,2.0453229787866576,13.0,平,下平七阳
6232,儚,5,0.6989700043360189,0.097092045,3,0.4771212547196624,15.0,平,下平十蒸
6233,薙,303,2.481442628502305,5.88377791,300,2.4771212547196626,16.0,仄,去声八霁
6234,艿,11,1.0413926851582251,0.213602498,10,1.0,5.0,平,下平十蒸
6235,譝,4,0.6020599913279624,0.0776736359999999,4,0.6020599913279624,20.0,平,下平十蒸
6236,䎕,2,0.3010299956639812,0.0388368179999999,1,0.0,16.0,平,下平八庚
6237,鄫,17,1.230448921378274,0.330112952,17,1.230448921378274,14.0,平,下平十蒸
6238,妺,20,1.3010299956639813,0.388368179,19,1.2787536009528289,8.0,仄,入声七曷
6239,眶,92,1.963787827345556,1.786493623,89,1.9493900066449128,11.0,平,下平七阳
6240,䆉,248,2.3944516808262164,4.815765418,247,2.392696953259666,20.0,仄,去声二十二祃
6241,稏,284,2.453318340047037,5.51482814,283,2.4517864355242898,13.0,仄,去声二十二祃
6242,䕷,17,1.230448921378274,0.330112952,17,1.230448921378274,23.0,,
6243,鲥,164,2.214843848047698,3.184619067,160,2.204119982655925,15.0,平,上平四支
6244,赍,649,2.812244696800369,12.6025474,641,2.806858029518817,12.0,平,上平四支 上平八齐
6245,絷,681,2.833147111912785,13.22393649,672,2.8273692730538253,12.0,仄,入声十四缉
6246,萚,74,1.869231719730976,1.436962262,69,1.8388490907372552,11.0,仄,入声十药
6247,咻,182,2.2600713879850747,3.534150428,174,2.2405492482826,9.0,平/仄,下平十一尤 上声七麌
6248,郧,151,2.1789769472931693,2.93217975,147,2.167317334748176,9.0,平,上平十二文
6249,坝,141,2.14921911265538,2.737995661,133,2.123851640967086,7.0,仄,去声二十二祃
6250,柈,141,2.14921911265538,2.737995661,137,2.1367205671564067,9.0,平,上平十四寒
6251,枮,36,1.5563025007672873,0.6990627220000001,36,1.5563025007672873,9.0,平,下平十四盐
6252,蚬,145,2.1613680022349757,2.815669297,135,2.130333768495006,10.0,仄,上声十六铣 去声十七霰
6253,咺,10,1.0,0.1941840889999999,9,0.9542425094393248,9.0,平/仄,上平十三元 上声十三阮
6254,膎,11,1.0413926851582251,0.213602498,11,1.0413926851582251,14.0,平,上平九佳
6255,絅,39,1.5910646070264989,0.757317949,39,1.5910646070264989,11.0,平/仄,下平九青 上声二十四迥
6256,龁,156,2.1931245983544616,3.029271795,154,2.187520720836463,11.0,仄,入声六月 入声九屑
6257,䃜,7,0.8450980400142568,0.135928863,7,0.8450980400142568,16.0,平,上平八齐
6258,诒,298,2.474216264076256,5.786685865,289,2.460897842756548,7.0,平/仄,上平四支 上声十贿 去声四寘
6259,觕,34,1.5314789170422551,0.660225904,34,1.5314789170422551,11.0,,
6260,疐,51,1.7075701760979365,0.990338856,50,1.6989700043360187,14.0,仄,去声四寘 去声八霁
6261,殣,25,1.3979400086720375,0.485460224,25,1.3979400086720375,15.0,仄,去声十二震
6262,榱,338,2.5289167002776547,6.563422223,337,2.5276299008713385,14.0,平,上平四支
6263,蟨,29,1.462397997898956,0.563133859,29,1.462397997898956,18.0,仄,入声六月
6264,驉,17,1.230448921378274,0.330112952,17,1.230448921378274,21.0,平,上平六鱼
6265,腯,100,2.0,1.941840894,99,1.99563519459755,13.0,仄,入声六月
6266,髡,469,2.671172842715084,9.107233794,467,2.6693168805661123,13.0,平,上平十三元
6267,㬉,76,1.880813592280792,1.47579908,68,1.8325089127062364,13.0,,
6268,椔,11,1.0413926851582251,0.213602498,11,1.0413926851582251,12.0,平,上平四支
6269,薹,34,1.5314789170422551,0.660225904,34,1.5314789170422551,17.0,平,上平十灰
6270,舳,396,2.597695185925512,7.689689941,396,2.597695185925512,11.0,仄,入声一屋
6271,擿,138,2.1398790864012365,2.679740434,138,2.1398790864012365,17.0,仄,入声十一陌
